,ID,Sex,Status,Children,Est_Income,Car_Owner,Usage,Age,RatePlan,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,14,50,70,115,121,212,239,259,313,319
941,1714,M,M,2,49910.7,Y,51.14,51.52,4,27.42,0.0,23.72,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,1716,M,M,0,76161.4,Y,37.55,44.573333,3,11.96,0.0,25.58,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,1717,F,M,2,55860.0,Y,26.37,14.573332999999998,3,16.01,0.0,10.35,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,1718,F,S,1,12686.0,N,103.88,64.8,3,23.23,0.0,80.64,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,1726,M,M,2,57360.8,Y,67.61,53.253333,3,10.36,0.0,57.25,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,1727,M,M,1,92414.7,Y,40.06,45.513333,4,29.43,0.0,10.62,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,1728,M,M,0,60102.7,N,72.29,42.14,4,9.84,0.0,62.44,1,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,1730,F,M,2,17888.7,N,361.88,43.0,4,29.41,0.0,332.46,0,CC,Budget,Standard,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
949,1731,F,S,1,12526.3,N,40.59,53.553332999999995,2,11.72,0.0,28.86,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,1734,F,S,2,14578.8,Y,107.02,60.933333,2,11.91,0.0,95.1,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,1737,M,M,0,78572.2,Y,51.09,42.346667,2,21.81,0.0,29.28,1,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,1739,F,M,2,48238.8,N,191.32,34.706666999999996,1,23.28,0.0,168.03,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,1741,F,M,0,28770.9,N,49.6,12.34,4,27.99,5.32,16.27,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,1742,F,M,2,87578.2,Y,22.44,53.36666700000001,2,0.29,0.0,22.15,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,1743,F,M,2,86695.4,N,58.03,13.906667,3,25.94,0.0,32.09,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,1745,F,S,2,76791.2,N,43.71,55.0,3,20.71,0.0,23.0,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,1749,F,S,0,30763.8,Y,57.17,14.193332999999999,2,21.32,0.0,35.85,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,1750,F,M,2,3193.6,N,118.82,54.04666700000001,2,4.19,0.0,114.62,1,CH,Budget,Standard,0.3205940864121857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,1751,M,M,1,69680.9,N,39.8,15.846667000000002,2,7.67,0.0,32.12,0,CC,FreeLocal,Intnl_discount,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
960,1754,F,M,0,83287.0,N,119.82,67.0,3,29.64,0.0,90.18,4,Auto,FreeLocal,Intnl_discount,0.0,0.168642070011289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,1755,M,S,0,2056.06,Y,58.8,18.94,2,24.07,6.98,27.75,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,1756,F,M,2,7776.6,N,94.2,35.706666999999996,4,25.87,0.0,68.33,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,1757,M,M,1,2067.82,N,85.9,47.853333,3,15.25,0.0,70.65,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,1758,M,S,0,68000.0,N,20.74,63.353333,4,4.58,7.66,8.49,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,1760,M,M,0,69343.3,N,21.91,42.166667,4,6.36,0.0,15.54,0,CC,FreeLocal,Standard,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
966,1764,F,M,0,14932.5,N,11.42,42.0,4,4.91,0.0,6.5,0,CC,Budget,Intnl_discount,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
967,1765,F,S,0,27498.1,N,12.08,43.0,1,2.2,0.0,9.88,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,1767,M,M,2,21419.9,N,129.51,59.833332999999996,1,26.39,0.0,103.12,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,1768,M,M,2,30665.2,Y,77.44,22.88,4,5.83,8.32,63.28,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,1769,F,M,1,78000.0,Y,37.04,58.56,4,6.08,0.0,30.95,0,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,1770,F,M,2,50561.3,N,129.91,46.0,4,16.6,0.0,113.31,1,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,1772,F,S,2,23464.0,Y,64.14,52.0,1,22.43,0.0,41.71,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,1773,F,M,2,194.57,N,67.21,70.0,2,28.26,0.0,38.95,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,1774,F,M,1,98680.4,Y,26.44,70.0,2,17.58,0.0,8.85,0,CH,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,1775,M,M,0,65619.7,Y,158.22,52.0,1,13.56,0.0,144.66,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,1776,F,M,1,95620.3,Y,104.53,61.0,1,10.91,0.0,93.61,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,1777,F,S,0,85275.0,N,174.09,42.0,4,22.48,0.0,151.61,0,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,1778,F,M,1,66921.4,Y,24.67,52.646667,4,15.7,0.0,8.97,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,1779,F,M,1,98453.6,Y,25.38,62.0,1,13.72,0.0,11.65,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,1780,F,M,2,94026.8,Y,35.63,27.746667,4,25.0,0.0,10.62,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,1782,F,S,2,57420.0,Y,277.72,43.0,4,25.18,0.0,252.53,1,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,1783,M,M,0,68000.0,N,34.35,49.0,4,3.93,3.73,26.69,1,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,1785,M,M,2,47639.1,N,57.11,43.0,1,17.48,0.0,39.62,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,1786,F,M,2,63234.5,Y,1.16,52.36,1,0.0,0.0,1.16,0,CH,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,1788,M,M,0,3911.9,N,39.36,38.413333,2,5.72,8.48,25.14,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,1790,F,M,2,18296.4,Y,10.47,42.626667,3,0.08,0.0,10.39,0,CC,FreeLocal,Standard,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
987,1791,F,S,0,39461.0,N,126.68,22.226667000000003,1,22.87,0.28,103.52,1,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,1796,F,M,2,52957.0,Y,151.32,39.746666999999995,4,25.79,0.0,125.52,2,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,1797,F,S,2,86747.1,N,57.4,64.85333299999999,1,20.15,0.0,37.24,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,1799,F,M,1,87404.6,N,160.84,63.18666700000001,4,21.63,0.0,139.2,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,1801,F,M,2,85394.0,Y,35.69,20.16,1,19.28,2.02,14.38,1,Auto,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,1802,F,S,0,2121.36,N,38.8,39.786667,4,2.02,0.0,36.78,1,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,1803,F,M,2,63566.1,Y,73.03,56.3,3,7.94,0.0,65.09,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,1806,F,S,0,89813.6,N,166.18,12.846667,4,14.94,1.96,149.26,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,1807,F,M,2,25738.4,N,48.67,50.08,4,19.88,9.57,19.2,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,1808,F,M,2,82644.2,Y,41.85,33.493333,4,21.97,0.0,19.88,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,1809,F,S,1,27783.6,N,29.58,14.04,2,4.97,6.53,18.07,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,1812,F,M,2,60485.5,N,40.41,41.666667,1,11.7,0.0,28.7,0,Auto,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,1815,F,M,2,809.43,Y,2.89,31.913333,3,0.0,0.0,2.89,0,CH,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1816,M,S,1,76529.8,N,43.89,58.28,1,18.46,5.36,20.05,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1817,F,M,2,34577.7,N,145.75,63.253333,3,29.18,0.0,116.57,3,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,1820,F,S,2,19008.4,Y,147.74,52.166667,2,10.54,0.0,137.19,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1821,F,M,0,98056.3,N,150.67,55.966667,4,23.7,0.0,126.96,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,1822,M,M,0,80000.0,Y,2.21,45.0,1,0.0,0.0,2.21,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,1824,M,M,0,78894.2,N,46.65,34.0,2,2.0,1.41,43.23,0,CH,Budget,Intnl_discount,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
1006,1825,M,S,1,16432.1,Y,109.78,20.92,1,20.41,8.89,80.47,0,CH,Budget,Intnl_discount,0.4985359420488074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,1826,M,M,1,62797.9,N,68.09,54.446667000000005,1,8.32,4.28,55.48,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,1827,M,S,1,71329.9,Y,63.75,42.233333,4,14.27,3.55,45.92,0,CC,Budget,Standard,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
1009,1831,F,S,0,20913.6,N,95.93,53.013332999999996,3,22.99,7.16,65.77,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,1834,F,S,1,540.4,Y,20.1,39.213333,2,12.34,0.0,7.75,0,Auto,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,1838,M,M,2,67339.8,N,81.72,17.006667,2,27.83,5.19,48.69,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,1840,M,M,1,75799.9,N,94.06,46.38,2,22.24,7.02,64.8,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.4087420974566885,0.3745489260081406,0.0,0.0,0.4087420974566885
1013,1841,F,S,2,15688.5,N,22.42,53.06,3,14.39,0.0,8.03,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,1842,F,S,0,43382.3,N,138.37,16.073332999999998,2,29.67,8.76,99.94,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,1844,F,S,0,5185.31,N,52.9,62.053332999999995,1,16.39,5.99,30.51,0,CC,FreeLocal,Intnl_discount,0.3205940864121857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,1845,F,S,1,35089.0,N,134.45,16.06,2,26.01,0.0,108.44,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5866295895168087,0.0
1017,1846,F,S,0,37000.0,N,106.53,22.433332999999998,4,22.96,8.28,75.27,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,1848,F,M,2,80087.7,N,31.56,41.92,4,8.74,0.0,22.82,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,1849,F,M,2,59691.3,N,278.65,38.04,3,21.94,0.0,256.7,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,1851,F,S,2,11251.1,Y,141.91,47.0,4,28.42,0.0,113.48,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,1853,M,M,1,70908.7,N,55.47,49.62,1,7.7,4.55,43.2,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,1854,M,S,0,94928.3,N,93.78,40.18,1,14.42,5.61,73.74,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,1856,F,M,2,50622.3,N,112.72,40.46,1,20.45,2.07,90.19,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,1858,M,M,0,100020.0,Y,39.32,45.653333,1,16.2,4.27,18.84,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,1862,M,M,0,69000.0,Y,92.37,52.266667,3,29.55,0.0,62.81,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,1863,M,S,1,37626.0,N,87.12,33.866667,2,7.5,8.06,71.55,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,1865,F,M,1,56722.8,N,74.77,60.593332999999994,4,17.37,6.21,51.17,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5969562516564149,0.0,0.0
1028,1867,M,M,1,120000.0,N,3.22,64.226667,3,0.0,0.0,3.22,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,1868,F,S,2,3416.62,Y,123.7,22.76,2,18.97,0.0,104.73,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,1869,F,M,0,73069.1,Y,10.39,55.63333299999999,3,0.17,0.0,10.22,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,1870,M,M,1,80000.0,Y,40.9,53.213333,3,15.27,0.0,25.62,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,1871,F,M,2,8032.16,N,88.77,45.666667,1,29.68,0.0,59.08,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,1872,F,D,1,93454.3,Y,44.13,48.533333,4,18.94,0.0,25.18,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,1873,M,M,0,5745.0,Y,44.11,15.38,2,26.4,0.0,17.71,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,1875,F,S,0,92564.1,Y,74.86,49.133333,3,23.17,0.0,51.68,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,1879,F,M,2,48322.5,Y,50.29,49.333333,1,6.69,0.0,43.6,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,1882,F,M,2,81913.8,Y,53.03,49.66,3,6.7,0.0,46.33,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,1885,F,S,0,919.93,N,120.71,38.26,2,27.28,0.0,93.42,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,1886,F,M,2,69486.8,N,17.11,30.946666999999998,2,7.72,0.0,9.39,1,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,1887,F,M,2,24482.8,N,2.0,33.533333,3,0.0,0.0,2.0,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,1890,F,M,2,92103.8,N,14.86,52.153333,1,7.42,0.0,7.43,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,1891,F,S,2,8392.14,Y,87.16,36.68,1,25.03,7.33,54.8,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,1892,F,S,0,17138.2,N,104.69,63.786667,3,20.01,0.0,84.67,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,1894,F,M,2,47010.1,N,167.31,57.406667000000006,1,2.54,0.0,164.76,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,1896,F,S,0,67239.4,N,66.7,44.433333000000005,1,12.89,0.0,53.81,0,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,1897,M,M,1,69406.7,Y,142.23,46.826667,4,6.9,7.21,128.1,1,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,1899,F,M,2,83259.3,N,4.46,50.88,2,0.0,0.0,4.46,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,1902,M,M,1,20818.5,N,63.28,12.68,2,9.13,6.29,47.85,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,1906,F,M,2,2185.6,N,28.07,52.513332999999996,4,7.12,0.0,20.95,1,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,1908,M,M,1,76511.3,N,42.52,62.08,2,21.68,3.46,17.37,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,1910,F,M,1,6946.07,N,34.61,20.0,1,43.0,0.0,8.84,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,1911,F,M,2,11234.7,Y,113.42,49.046667,4,0.69,0.0,112.72,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,1913,F,M,2,36660.9,Y,3.36,39.96,2,0.0,0.0,3.36,1,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,1915,F,M,2,68462.8,N,90.84,34.4,1,24.39,5.93,60.51,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,1918,F,M,2,72841.3,N,82.53,47.02,1,10.36,0.0,72.16,0,CC,Budget,Standard,0.4985359420488074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,1919,M,M,1,63670.8,Y,78.87,46.146667,1,27.39,0.0,51.47,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,1922,M,M,0,12387.6,N,93.85,56.17333299999999,2,3.0,0.0,65.93,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,1924,F,M,1,82931.3,N,137.25,64.64,3,19.24,0.0,118.0,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,1925,F,M,2,57483.9,N,44.3,44.026666999999996,2,17.01,0.0,27.29,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,1927,F,S,2,21274.0,N,43.31,45.526666999999996,2,10.87,0.0,32.43,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.16509297576817247,0.0,0.0,0.0,0.0,0.0,0.0
1061,1928,F,M,2,28267.0,N,214.41,30.093333,4,21.87,0.0,192.53,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,1930,F,M,2,36725.1,N,94.88,55.793333,4,8.65,9.22,77.0,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,1934,M,S,1,94188.3,N,41.51,57.54666700000001,3,20.86,0.86,19.78,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,1937,F,M,2,91861.0,Y,22.06,41.98,1,15.32,0.0,6.74,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,1940,F,S,1,12374.9,Y,123.59,33.493333,4,17.49,0.0,106.1,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,1941,F,M,2,69133.9,Y,46.32,26.833333000000003,1,8.58,0.0,37.73,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,1943,F,M,2,84948.0,Y,23.73,29.446666999999998,1,11.14,0.0,12.58,0,CH,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,1944,F,M,2,30998.8,N,52.91,40.96,3,2.4,0.0,50.5,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,1950,M,M,2,21416.5,N,27.61,35.653333,1,9.9,9.17,8.53,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,1954,M,S,0,78554.2,N,35.88,16.7,2,5.59,7.26,23.03,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,1955,M,S,1,3960.5,N,96.13,14.693332999999999,2,29.78,0.0,66.35,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,1957,M,M,0,60101.1,Y,157.96,63.766667000000005,4,27.7,6.11,124.14,2,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,1958,F,M,2,38215.9,N,0.97,30.886667,4,0.0,0.0,0.97,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,1959,F,M,1,13829.4,N,176.61,19.0,2,42.0,0.0,160.42,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,1960,F,M,2,49745.3,N,27.28,47.966667,2,2.84,0.0,24.44,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,1962,F,M,2,88427.0,N,69.97,13.86,3,22.46,4.16,43.34,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,1963,F,M,2,98003.7,Y,84.42,26.273333,4,1.03,0.0,83.39,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,1964,M,S,0,89142.7,N,16.91,53.693332999999996,1,3.76,8.13,5.01,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.16509297576817247,0.0,0.0,0.0,0.0,0.0,0.0
1079,1965,F,S,0,74530.8,N,127.89,63.086667000000006,3,20.89,0.49,106.5,0,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
